"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000154045.1_ASM15404v1","GCF_000182385.1_ASM18238v1"
"sdaC_1","","Serine transporter","2","2","1","524","1408","","","","1256","1256","1256","GCF_000154045.1_ASM15404v1_01817","GCF_000182385.1_ASM18238v1_00105"
"hutU","","Urocanate hydratase","2","2","1","523","23","","","","1697","1697","1697","GCF_000154045.1_ASM15404v1_01898","GCF_000182385.1_ASM18238v1_02199"
"kdgK_2","","2-dehydro-3-deoxygluconokinase","2","2","1","524","597","","","","371","929","650","GCF_000154045.1_ASM15404v1_00764","GCF_000182385.1_ASM18238v1_00842"
"btuB_1","","Vitamin B12 transporter BtuB","2","2","1","521","394","","","","2600","2600","2600","GCF_000154045.1_ASM15404v1_03378","GCF_000182385.1_ASM18238v1_02997"
"group_2261","","hypothetical protein","2","2","1","523","731","","","","371","371","371","GCF_000154045.1_ASM15404v1_05319","GCF_000182385.1_ASM18238v1_02435"
"group_2262","","hypothetical protein","2","2","1","512","46","","","","1691","1691","1691","GCF_000154045.1_ASM15404v1_02775","GCF_000182385.1_ASM18238v1_04521"
"group_2263","acpP_2","Acyl carrier protein","2","2","1","512","32","","","","257","257","257","GCF_000154045.1_ASM15404v1_02761","GCF_000182385.1_ASM18238v1_04535"
"cspV","","Cold shock protein CspV","2","2","1","524","1163","","","","212","212","212","GCF_000154045.1_ASM15404v1_01618","GCF_000182385.1_ASM18238v1_00324"
"nqrF","","Na(+)-translocating NADH-quinone reductase subunit F","2","2","1","522","369","","","","1223","1223","1223","GCF_000154045.1_ASM15404v1_04204","GCF_000182385.1_ASM18238v1_04191"
"group_2266","","hypothetical protein","2","2","1","523","17","","","","695","695","695","GCF_000154045.1_ASM15404v1_01904","GCF_000182385.1_ASM18238v1_02193"
"group_2267","","hypothetical protein","2","2","1","524","787","","","","1727","1727","1727","GCF_000154045.1_ASM15404v1_03595","GCF_000182385.1_ASM18238v1_00667"
"group_2268","","hypothetical protein","2","2","1","522","559","","","","821","821","821","GCF_000154045.1_ASM15404v1_02279","GCF_000182385.1_ASM18238v1_02145"
"yrbG","","Inner membrane protein YrbG","2","2","1","515","62","","","","965","965","965","GCF_000154045.1_ASM15404v1_04802","GCF_000182385.1_ASM18238v1_01601"
"ywrO","","General stress protein 14","2","2","1","517","70","","","","347","593","470","GCF_000154045.1_ASM15404v1_00862","GCF_000182385.1_ASM18238v1_04353"
"fliO","","Flagellar protein FliO","2","2","1","522","475","","","","359","359","359","GCF_000154045.1_ASM15404v1_03841","GCF_000182385.1_ASM18238v1_02063"
"hemE","","Uroporphyrinogen decarboxylase","2","2","1","511","24","","","","1067","1067","1067","GCF_000154045.1_ASM15404v1_04297","GCF_000182385.1_ASM18238v1_02811"
"group_2272","","hypothetical protein","2","2","1","520","150","","","","416","416","416","GCF_000154045.1_ASM15404v1_01015","GCF_000182385.1_ASM18238v1_01182"
"torD_1","","Chaperone protein TorD","2","2","1","523","738","","","","626","626","626","GCF_000154045.1_ASM15404v1_05312","GCF_000182385.1_ASM18238v1_02428"
"metI","","D-methionine transport system permease protein MetI","2","2","1","509","15","","","","677","677","677","GCF_000154045.1_ASM15404v1_03325","GCF_000182385.1_ASM18238v1_04561"
"group_2275","","hypothetical protein","2","2","1","524","929","","","","347","347","347","GCF_000154045.1_ASM15404v1_01385","GCF_000182385.1_ASM18238v1_00529"
"pepB","","Peptidase B","2","2","1","518","267","","","","1298","1298","1298","GCF_000154045.1_ASM15404v1_02861","GCF_000182385.1_ASM18238v1_04706"
"flgJ","","Peptidoglycan hydrolase FlgJ","2","2","1","522","277","","","","926","926","926","GCF_000154045.1_ASM15404v1_05242","GCF_000182385.1_ASM18238v1_02720"
"maeB","","NADP-dependent malic enzyme","2","2","1","517","52","","","","1277","1277","1277","GCF_000154045.1_ASM15404v1_00700","GCF_000182385.1_ASM18238v1_04371"
"fliQ_1","","Flagellar biosynthetic protein FliQ","2","2","1","524","889","","","","269","269","269","GCF_000154045.1_ASM15404v1_01344","GCF_000182385.1_ASM18238v1_00569"
"group_2280","","hypothetical protein","2","2","1","521","393","","","","764","764","764","GCF_000154045.1_ASM15404v1_03379","GCF_000182385.1_ASM18238v1_02996"
"oxyR_1","","Hydrogen peroxide-inducible genes activator","2","2","1","517","39","","","","908","908","908","GCF_000154045.1_ASM15404v1_00713","GCF_000182385.1_ASM18238v1_01491"
"ssaV","","Secretion system apparatus protein SsaV","2","2","1","524","1070","","","","1883","1883","1883","GCF_000154045.1_ASM15404v1_01526","GCF_000182385.1_ASM18238v1_00387"
"group_2283","","hypothetical protein","2","2","1","520","266","","","","665","665","665","GCF_000154045.1_ASM15404v1_03794","GCF_000182385.1_ASM18238v1_01374"
"tyrB","","Aromatic-amino-acid aminotransferase","2","2","1","524","1284","","","","1187","1187","1187","GCF_000154045.1_ASM15404v1_02605","GCF_000182385.1_ASM18238v1_02766"
"nsrR","","HTH-type transcriptional repressor NsrR","2","2","1","517","143","","","","425","425","425","GCF_000154045.1_ASM15404v1_02704","GCF_000182385.1_ASM18238v1_04334"
"yeeN","","putative transcriptional regulatory protein YeeN","2","2","1","524","666","","","","716","716","716","GCF_000154045.1_ASM15404v1_00823","GCF_000182385.1_ASM18238v1_00778"
"dppC_2","","Dipeptide transport system permease protein DppC","2","2","1","521","278","","","","956","956","956","GCF_000154045.1_ASM15404v1_04749","GCF_000182385.1_ASM18238v1_02881"
"pbuE","","Purine efflux pump PbuE","2","2","1","516","15","","","","1157","1157","1157","GCF_000154045.1_ASM15404v1_03186","GCF_000182385.1_ASM18238v1_02775"
"fadD_2","","Long-chain-fatty-acid--CoA ligase","2","2","1","522","180","","","","1691","1691","1691","GCF_000154045.1_ASM15404v1_04619","GCF_000182385.1_ASM18238v1_02643"
"prpF","","2-methyl-aconitate isomerase","2","2","1","520","95","","","","773","1196","984","GCF_000154045.1_ASM15404v1_01069","GCF_000182385.1_ASM18238v1_04403"
"lly","","4-hydroxyphenylpyruvate dioxygenase","2","2","1","523","856","","","","1073","1073","1073","GCF_000154045.1_ASM15404v1_04897","GCF_000182385.1_ASM18238v1_02272"
"group_2291","","hypothetical protein","2","2","1","524","362","","","","209","209","209","GCF_000154045.1_ASM15404v1_01215","GCF_000182385.1_ASM18238v1_01083"
"lon","","Lon protease","2","2","1","523","618","","","","1637","1637","1637","GCF_000154045.1_ASM15404v1_03975","GCF_000182385.1_ASM18238v1_02503"
"sprT","","Protein SprT","2","2","1","516","63","","","","497","497","497","GCF_000154045.1_ASM15404v1_02292","GCF_000182385.1_ASM18238v1_01986"
"group_2294","","hypothetical protein","2","2","1","518","145","","","","422","422","422","GCF_000154045.1_ASM15404v1_02478","GCF_000182385.1_ASM18238v1_04576"
"group_2295","","hypothetical protein","2","2","1","524","1373","","","","1823","1823","1823","GCF_000154045.1_ASM15404v1_01852","GCF_000182385.1_ASM18238v1_01725"
"yhbU","","putative protease YhbU","2","2","1","524","212","","","","1013","1013","1013","GCF_000154045.1_ASM15404v1_04407","GCF_000182385.1_ASM18238v1_01925"
"purF","","Amidophosphoribosyltransferase","2","2","1","522","530","","","","1514","1514","1514","GCF_000154045.1_ASM15404v1_02943","GCF_000182385.1_ASM18238v1_02116"
"group_2298","","hypothetical protein","2","2","1","519","229","","","","476","476","476","GCF_000154045.1_ASM15404v1_04026","GCF_000182385.1_ASM18238v1_03884"
"motB_2","","Motility protein B","2","2","1","518","39","","","","947","947","947","GCF_000154045.1_ASM15404v1_02736","GCF_000182385.1_ASM18238v1_04796"
"nusA","","Transcription termination/antitermination protein NusA","2","2","1","524","224","","","","1487","1487","1487","GCF_000154045.1_ASM15404v1_04397","GCF_000182385.1_ASM18238v1_01915"
"cntI_2","","Pseudopaline exporter CntI","2","2","1","523","387","","","","905","905","905","GCF_000154045.1_ASM15404v1_05147","GCF_000182385.1_ASM18238v1_03529"
"citT","","Transcriptional regulatory protein CitT","2","2","1","520","162","","","","686","686","686","GCF_000154045.1_ASM15404v1_01003","GCF_000182385.1_ASM18238v1_01194"
"pflA_2","","Pyruvate formate-lyase 1-activating enzyme","2","2","1","519","203","","","","740","740","740","GCF_000154045.1_ASM15404v1_04352","GCF_000182385.1_ASM18238v1_03856"
"yfhL","","Ferredoxin YfhL","2","2","1","518","234","","","","254","254","254","GCF_000154045.1_ASM15404v1_02894","GCF_000182385.1_ASM18238v1_04671"
"group_2305","mtlA_1","PTS system mannitol-specific EIICBA component","2","2","1","521","69","","","","1952","1952","1952","GCF_000154045.1_ASM15404v1_05345","GCF_000182385.1_ASM18238v1_03210"
"group_2306","","hypothetical protein","2","2","1","523","743","","","","119","119","119","GCF_000154045.1_ASM15404v1_05307","GCF_000182385.1_ASM18238v1_02423"
"group_2307","","hypothetical protein","2","2","1","524","487","","","","395","395","395","GCF_000154045.1_ASM15404v1_03284","GCF_000182385.1_ASM18238v1_00955"
"group_2308","","hypothetical protein","2","2","1","524","1097","","","","710","710","710","GCF_000154045.1_ASM15404v1_01554","GCF_000182385.1_ASM18238v1_00360"
"group_2309","","hypothetical protein","2","2","1","523","848","","","","902","902","902","GCF_000154045.1_ASM15404v1_04887","GCF_000182385.1_ASM18238v1_02282"
"group_231","","hypothetical protein","2","2","1","518","284","","","","452","980","716","GCF_000154045.1_ASM15404v1_01088","GCF_000182385.1_ASM18238v1_04723"
"yeiP","","Elongation factor P-like protein","2","2","1","514","35","","","","566","566","566","GCF_000154045.1_ASM15404v1_00721","GCF_000182385.1_ASM18238v1_03765"
"group_2311","","hypothetical protein","2","2","1","520","218","","","","1508","1508","1508","GCF_000154045.1_ASM15404v1_00947","GCF_000182385.1_ASM18238v1_01250"
"group_2312","","hypothetical protein","2","2","1","521","32","","","","818","818","818","GCF_000154045.1_ASM15404v1_04653","GCF_000182385.1_ASM18238v1_03258"
"flhB_1","","Flagellar biosynthetic protein FlhB","2","2","1","524","887","","","","1127","1127","1127","GCF_000154045.1_ASM15404v1_01342","GCF_000182385.1_ASM18238v1_00571"
"pflD","","Trans-4-hydroxy-L-proline dehydratase","2","2","1","524","867","","","","2423","2423","2423","GCF_000154045.1_ASM15404v1_01322","GCF_000182385.1_ASM18238v1_00591"
"sspA_1","","Stringent starvation protein A","2","2","1","510","11","","","","635","635","635","GCF_000154045.1_ASM15404v1_03624","GCF_000182385.1_ASM18238v1_02637"
"crcB","","Putative fluoride ion transporter CrcB","2","2","1","522","102","","","","383","383","383","GCF_000154045.1_ASM15404v1_00741","GCF_000182385.1_ASM18238v1_03800"
"group_2317","","hypothetical protein","2","2","1","516","28","","","","377","377","377","GCF_000154045.1_ASM15404v1_03697","GCF_000182385.1_ASM18238v1_01788"
"group_2318","","hypothetical protein","2","2","1","523","887","","","","230","230","230","GCF_000154045.1_ASM15404v1_04928","GCF_000182385.1_ASM18238v1_02241"
"mdh_2","","Malate dehydrogenase","2","2","1","521","124","","","","935","935","935","GCF_000154045.1_ASM15404v1_05000","GCF_000182385.1_ASM18238v1_03166"
"htpX_2","","Protease HtpX","2","2","1","519","132","","","","863","863","863","GCF_000154045.1_ASM15404v1_02981","GCF_000182385.1_ASM18238v1_03982"
"group_2321","","hypothetical protein","2","2","1","519","37","","","","1982","1982","1982","GCF_000154045.1_ASM15404v1_02060","GCF_000182385.1_ASM18238v1_04077"
"nylB","","6-aminohexanoate-dimer hydrolase","2","2","1","519","225","","","","1040","1040","1040","GCF_000154045.1_ASM15404v1_04330","GCF_000182385.1_ASM18238v1_03880"
"group_2323","","hypothetical protein","2","2","1","519","198","","","","1559","1559","1559","GCF_000154045.1_ASM15404v1_04357","GCF_000182385.1_ASM18238v1_03851"
"copA_1","","Copper-exporting P-type ATPase","2","2","1","523","711","","","","2363","2363","2363","GCF_000154045.1_ASM15404v1_03940","GCF_000182385.1_ASM18238v1_02456"
"fliG_1","","Flagellar motor switch protein FliG","2","2","1","524","897","","","","1019","1019","1019","GCF_000154045.1_ASM15404v1_01352","GCF_000182385.1_ASM18238v1_00561"
"group_2326","","hypothetical protein","2","2","1","524","1211","","","","218","218","218","GCF_000154045.1_ASM15404v1_01665","GCF_000182385.1_ASM18238v1_00259"
"group_2327","","hypothetical protein","2","2","1","518","295","","","","1367","1367","1367","GCF_000154045.1_ASM15404v1_01099","GCF_000182385.1_ASM18238v1_04733"
"aqpZ","","Aquaporin Z","2","2","1","522","539","","","","698","698","698","GCF_000154045.1_ASM15404v1_02952","GCF_000182385.1_ASM18238v1_02125"
"dinB","","DNA polymerase IV","2","2","1","522","373","","","","1064","1064","1064","GCF_000154045.1_ASM15404v1_04200","GCF_000182385.1_ASM18238v1_04195"
"nfdA","","N-substituted formamide deformylase","2","2","1","518","292","","","","1034","1745","1389","GCF_000154045.1_ASM15404v1_01096","GCF_000182385.1_ASM18238v1_04729"
"nudC","","NADH pyrophosphatase","2","2","1","511","27","","","","782","782","782","GCF_000154045.1_ASM15404v1_04300","GCF_000182385.1_ASM18238v1_02814"
"group_2331","","N-acetylgalactosamine-6-O-sulfatase","2","2","1","523","314","","","","1547","1547","1547","GCF_000154045.1_ASM15404v1_05219","GCF_000182385.1_ASM18238v1_03457"
"ubiE","","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE","2","2","1","521","331","","","","779","779","779","GCF_000154045.1_ASM15404v1_04151","GCF_000182385.1_ASM18238v1_02927"
"group_2333","","hypothetical protein","2","2","1","521","144","","","","299","299","299","GCF_000154045.1_ASM15404v1_04980","GCF_000182385.1_ASM18238v1_03146"
"hscA_2","","Chaperone protein HscA","2","2","1","518","264","","","","1853","1853","1853","GCF_000154045.1_ASM15404v1_02864","GCF_000182385.1_ASM18238v1_04703"
"mlaF","","Intermembrane phospholipid transport system ATP-binding protein MlaF","2","2","1","515","63","","","","803","803","803","GCF_000154045.1_ASM15404v1_04801","GCF_000182385.1_ASM18238v1_01602"
"group_2336","","hypothetical protein","2","2","1","519","126","","","","512","512","512","GCF_000154045.1_ASM15404v1_02987","GCF_000182385.1_ASM18238v1_03988"
"group_2337","","hypothetical protein","2","2","1","523","851","","","","338","338","338","GCF_000154045.1_ASM15404v1_04892","GCF_000182385.1_ASM18238v1_02277"
"group_2338","","hypothetical protein","2","2","1","523","734","","","","1052","1052","1052","GCF_000154045.1_ASM15404v1_05316","GCF_000182385.1_ASM18238v1_02432"
"yflS","","Putative malate transporter YflS","2","2","1","523","392","","","","1403","1403","1403","GCF_000154045.1_ASM15404v1_05142","GCF_000182385.1_ASM18238v1_03534"
"group_2340","","hypothetical protein","2","2","1","521","373","","","","725","725","725","GCF_000154045.1_ASM15404v1_03399","GCF_000182385.1_ASM18238v1_02976"
"tolB","","Tol-Pal system protein TolB","2","2","1","519","267","","","","1352","1352","1352","GCF_000154045.1_ASM15404v1_03053","GCF_000182385.1_ASM18238v1_03922"
"group_2342","","hypothetical protein","2","2","1","512","30","","","","767","767","767","GCF_000154045.1_ASM15404v1_02759","GCF_000182385.1_ASM18238v1_04537"
"avtA","","Valine--pyruvate aminotransferase","2","2","1","522","117","","","","1253","1253","1253","GCF_000154045.1_ASM15404v1_03459","GCF_000182385.1_ASM18238v1_04500"
"dctD_2","","C4-dicarboxylate transport transcriptional regulatory protein DctD","2","2","1","524","494","","","","1355","1355","1355","GCF_000154045.1_ASM15404v1_03278","GCF_000182385.1_ASM18238v1_00948"
"group_2347","","hypothetical protein","2","2","1","510","12","","","","482","482","482","GCF_000154045.1_ASM15404v1_03625","GCF_000182385.1_ASM18238v1_02636"
"group_2348","","hypothetical protein","2","2","1","524","821","","","","374","374","374","GCF_000154045.1_ASM15404v1_03561","GCF_000182385.1_ASM18238v1_00633"
"group_2349","","hypothetical protein","2","2","1","522","344","","","","920","920","920","GCF_000154045.1_ASM15404v1_04225","GCF_000182385.1_ASM18238v1_04170"
"group_235","","hypothetical protein","2","2","1","518","89","","","","314","743","528","GCF_000154045.1_ASM15404v1_01108","GCF_000182385.1_ASM18238v1_04748"
"group_2350","","hypothetical protein","2","2","1","519","271","","","","1043","1043","1043","GCF_000154045.1_ASM15404v1_03057","GCF_000182385.1_ASM18238v1_03926"
"fecA","","Fe(3+) dicitrate transport protein FecA","2","2","1","524","777","","","","2138","2138","2138","GCF_000154045.1_ASM15404v1_02713","GCF_000182385.1_ASM18238v1_00675"
"phaA","","Acetyl-CoA acetyltransferase","2","2","1","524","1231","","","","1211","1211","1211","GCF_000154045.1_ASM15404v1_01685","GCF_000182385.1_ASM18238v1_00239"
"group_2353","","hypothetical protein","2","2","1","521","415","","","","476","476","476","GCF_000154045.1_ASM15404v1_01965","GCF_000182385.1_ASM18238v1_03015"
"ghrA","","Glyoxylate/hydroxypyruvate reductase A","2","2","1","511","22","","","","923","923","923","GCF_000154045.1_ASM15404v1_04295","GCF_000182385.1_ASM18238v1_02809"
"group_2355","","hypothetical protein","2","2","1","523","761","","","","2018","2018","2018","GCF_000154045.1_ASM15404v1_05289","GCF_000182385.1_ASM18238v1_02405"
"cdgJ_1","","Cyclic di-GMP phosphodiesterase CdgJ","2","2","1","522","53","","","","1223","1223","1223","GCF_000154045.1_ASM15404v1_03353","GCF_000182385.1_ASM18238v1_02832"
"frdC","","Fumarate reductase subunit C","2","2","1","517","113","","","","383","383","383","GCF_000154045.1_ASM15404v1_04090","GCF_000182385.1_ASM18238v1_04289"
"group_2358","","hypothetical protein","2","2","1","519","201","","","","500","500","500","GCF_000154045.1_ASM15404v1_04354","GCF_000182385.1_ASM18238v1_03854"
